Department,Category,Condition Group,Sales Week,Net Item Revenue (Fulfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory,,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,12/2/2018,"$2,602",$24,22,33.30%,"$3,061",9.163,13.23,"$5,212",48,"$5,574",,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,11/25/2018,"$1,169",$13,12,21.70%,"$1,375",15.477,13.16,"$5,431",47,"$5,808",,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,11/18/2018,$347,$3,3,7.00%,$408,4.235,19.25,"$4,462",40,"$4,772",,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,11/11/2018,$573,$5,5,14.70%,$674,1.925,15.33,"$3,537",29,"$3,782",,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,11/4/2018,$156,$2,3,16.70%,$184,23.023,20.16,"$1,271",10,"$1,359",,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,10/28/2018,$430,$3,4,21.40%,$506,13.629,31.64,"$1,289",11,"$1,379",,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,10/21/2018,"$1,195",$8,8,36.40%,"$1,406",22.484,26.53,"$1,796",14,"$1,921",,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,10/14/2018,$763,$8,7,27.60%,$898,18.095,21.7,"$2,782",21,"$2,975",,,,,,,,,,,,#REF!
Kitchen and Dining,Spoons,OK,10/7/2018,$768,$10,9,28.60%,$904,7.931,14.7,"$3,091",25,"$3,306",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,1/13/2019,$655,$3,3,7.30%,$873,128.128,165.83,"$4,741",38,"$7,902",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,1/6/2019,$455,$3,3,6.80%,$607,139.678,158.9,"$5,462",41,"$9,103",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,12/30/2018,$267,$3,3,6.40%,$356,67.606,148.33,"$5,962",44,"$9,937",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,12/23/2018,-$38,-$1,0,-2.20%,-$51,0,145.95,"$6,244",46,"$10,406",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,12/16/2018,$243,$4,4,8.00%,$324,138.677,134.4,"$6,244",46,"$10,406",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,12/9/2018,$145,$3,3,6.30%,$193,166.628,137.2,"$6,152",45,"$10,254",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,12/2/2018,$243,$3,3,5.90%,$324,124.74,131.46,"$6,312",48,"$10,520",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,11/25/2018,$117,$2,2,3.90%,$156,78.925,127.05,"$6,384",49,"$10,641",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,11/18/2018,$78,$1,1,1.90%,$104,58.058,129.5,"$6,520",51,"$10,866",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,11/11/2018,$210,$2,2,3.80%,$280,17.325,120.61,"$6,563",51,"$10,938",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,11/4/2018,$8,$1,1,1.90%,$11,49.357,116.69,"$6,853",53,"$11,422",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,10/28/2018,-$111,-$1,0,-1.90%,-$148,0,110.53,"$6,862",54,"$11,436",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,10/21/2018,$566,$3,3,5.50%,$755,99.022,109.34,"$6,665",52,"$11,108",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,10/14/2018,$140,$1,1,1.90%,$187,34.265,107.94,"$6,940",53,"$11,567",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Perfect,10/7/2018,$196,$1,1,1.90%,$261,2.618,104.44,"$6,970",52,"$11,616",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,1/13/2019,$0,$0,0,0.00%,$0,0,126.07,"$1,472",18,"$2,453",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,1/6/2019,$40,$1,1,5.30%,$53,138.831,121.45,"$1,472",18,"$2,453",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,12/30/2018,$259,$3,3,13.00%,$345,35.882,105.84,"$1,623",20,"$2,704",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,12/23/2018,$0,$0,0,0.00%,$0,0,101.36,"$1,943",23,"$3,238",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,12/16/2018,$35,$1,1,4.20%,$47,31.724,95.13,"$1,943",23,"$3,238",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,12/9/2018,$0,$0,0,0.00%,$0,0,92.96,"$1,849",23,"$3,082",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,12/2/2018,$86,$1,1,4.20%,$115,104.797,88.41,"$1,849",23,"$3,082",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,11/25/2018,$49,$1,1,4.00%,$65,65.527,82.67,"$1,925",24,"$3,208",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,11/18/2018,$0,$0,0,0.00%,$0,0,75.53,"$1,995",25,"$3,326",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,11/11/2018,$0,$0,0,0.00%,$0,0,70.63,"$1,995",25,"$3,326",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,11/4/2018,$0,$0,0,0.00%,$0,0,65.73,"$1,995",25,"$3,326",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,10/28/2018,$0,$0,0,0.00%,$0,0,63.42,"$1,835",23,"$3,058",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,10/21/2018,$0,$0,0,0.00%,$0,0,61.11,"$1,835",23,"$3,058",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,10/14/2018,$107,$1,1,4.20%,$143,16.94,57.96,"$1,835",23,"$3,058",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,Great,10/7/2018,$220,$2,2,11.80%,$293,22.638,78.05,"$1,604",15,"$2,673",,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,1/13/2019,-$64,-$1,0,-50.00%,-$85,0,265.86,$175,3,$292,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,1/6/2019,$0,$0,0,0.00%,$0,0,65.1,$112,2,$187,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,12/30/2018,$0,$0,0,0.00%,$0,0,60.2,$112,2,$187,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,12/23/2018,$64,$1,1,33.30%,$85,484.022,184.94,$112,2,$187,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,12/16/2018,$0,$0,0,0.00%,$0,0,180.95,$175,3,$292,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,12/9/2018,$0,$0,0,0.00%,$0,0,176.05,$175,3,$292,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,12/2/2018,$0,$0,0,0.00%,$0,0,171.15,$175,3,$292,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,11/25/2018,$0,$0,0,0.00%,$0,0,166.25,$175,3,$292,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,11/18/2018,$0,$0,0,0.00%,$0,0,161.35,$175,3,$292,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,11/11/2018,$0,$0,0,0.00%,$0,0,156.45,$175,3,$292,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,11/4/2018,$280,$1,1,25.00%,$373,44.814,124.04,$175,3,$292,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,10/28/2018,$0,$0,0,0.00%,$0,0,120.05,$468,4,$779,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,10/21/2018,$0,$0,0,0.00%,$0,0,115.15,$422,3,$704,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,10/14/2018,$0,$0,0,0.00%,$0,0,148.54,$422,3,$704,,,,,,,,,,,,#REF!
Kitchen and Dining,Casual Glasses,OK,10/7/2018,$47,$1,1,25.00%,$63,24.101,113.4,$422,3,$704,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,1/13/2019,$291,$3,3,33.30%,$728,71.148,190.4,$541,6,"$1,230",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,1/6/2019,$114,$2,2,20.00%,$285,105.875,169.96,$793,8,"$1,803",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,12/30/2018,$262,$5,6,33.30%,$655,26.411,117.04,$919,10,"$2,088",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,12/23/2018,$343,$4,5,21.10%,$858,90.706,110.88,"$1,334",15,"$3,033",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,12/16/2018,$833,$7,8,29.20%,"$2,083",13.321,91.35,"$1,376",17,"$3,128",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,12/9/2018,$473,$9,10,30.00%,"$1,183",120.351,103.88,"$1,837",21,"$4,175",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,12/2/2018,"$1,110",$17,16,40.50%,"$2,775",126.434,124.6,"$1,854",25,"$4,213",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,11/25/2018,$491,$8,7,18.20%,"$1,228",133.056,125.16,"$2,738",36,"$6,223",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,11/18/2018,$362,$6,5,12.00%,$905,9.933,115.08,"$3,335",44,"$7,580",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,11/11/2018,$185,$3,4,6.30%,$463,166.936,113.54,"$3,446",45,"$7,833",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,11/4/2018,$98,$5,5,9.80%,$245,118.58,116.9,"$3,581",46,"$8,138",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,10/28/2018,$110,$2,3,4.20%,$275,126.28,123.83,"$3,260",46,"$7,410",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,10/21/2018,$451,$6,7,12.00%,"$1,128",62.139,116.55,"$2,885",44,"$6,558",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,10/14/2018,$366,$4,5,8.20%,$915,37.268,115.99,"$3,046",45,"$6,923",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Perfect,10/7/2018,$365,$6,6,13.60%,$913,81.081,122.99,"$2,641",38,"$6,003",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,1/13/2019,$77,$1,1,33.30%,$193,252.021,107.59,$146,2,$333,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,1/6/2019,$0,$0,0,0.00%,$0,0,103.88,$231,3,$525,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,12/30/2018,$67,$2,2,40.00%,$168,19.635,87.92,$231,3,$525,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,12/23/2018,$0,$0,0,0.00%,$0,0,83.86,$297,5,$675,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,12/16/2018,$158,$2,2,28.60%,$395,233.156,101.5,$297,5,$675,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,12/9/2018,$87,$2,2,25.00%,$218,141.834,108.78,$358,6,$813,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,12/2/2018,$29,$1,2,11.10%,$73,194.502,117.6,$448,8,"$1,018",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,11/25/2018,$302,$4,4,36.40%,$755,33.495,97.58,$411,7,$935,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,11/18/2018,$58,$1,1,10.00%,$145,196.581,116.55,$650,9,"$1,478",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,11/11/2018,$58,$1,1,10.00%,$145,55.517,111.37,$538,9,"$1,223",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,11/4/2018,$38,$2,3,18.20%,$95,90.706,117.46,$538,9,"$1,223",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,10/28/2018,$121,$1,2,7.70%,$303,64.141,96.46,$658,12,"$1,495",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,10/21/2018,$354,$4,4,28.60%,$885,67.375,81.27,$640,10,"$1,455",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,10/14/2018,$0,$0,0,0.00%,$0,0,76.93,$939,13,"$2,135",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,Great,10/7/2018,$162,$2,2,16.70%,$405,94.094,99.96,$480,10,"$1,090",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,1/13/2019,$0,$0,0,0.00%,$0,0,74.9,$116,2,$263,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,1/6/2019,$0,$0,0,0.00%,$0,0,70,$116,2,$263,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,12/30/2018,$0,$0,0,0.00%,$0,0,65.1,$116,2,$263,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,12/23/2018,$0,$0,0,0.00%,$0,0,60.2,$116,2,$263,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,12/16/2018,$0,$0,0,0.00%,$0,0,55.3,$116,2,$263,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,12/9/2018,$129,$3,3,60.00%,$323,67.76,57.75,$116,2,$263,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,12/2/2018,$0,$0,0,0.00%,$0,0,54.11,$210,4,$478,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,11/25/2018,$0,$0,0,0.00%,$0,0,62.72,$210,4,$478,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,11/18/2018,$60,$1,1,25.00%,$150,219.681,122.29,$168,3,$383,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,11/11/2018,$0,$0,0,0.00%,$0,0,135.52,$219,3,$498,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,11/4/2018,$159,$2,2,40.00%,$398,105.798,117.32,$219,3,$498,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,10/28/2018,$0,$0,0,0.00%,$0,0,113.26,$446,5,"$1,013",,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,10/21/2018,$0,$0,0,0.00%,$0,0,136.36,$281,4,$638,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,10/14/2018,$0,$0,0,0.00%,$0,0,131.46,$281,4,$638,,,,,,,,,,,,#REF!
Kitchen and Dining,Bowls,OK,10/7/2018,$0,$0,0,0.00%,$0,0,126.56,$281,4,$638,,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,1/13/2019,$192,$2,2,25.00%,$320,30.723,63.07,$603,6,"$1,256",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,1/6/2019,$394,$2,4,22.20%,$657,41.734,48.93,$626,7,"$1,304",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,12/30/2018,$218,$5,10,33.30%,$363,68.838,61.74,"$1,221",10,"$2,544",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,12/23/2018,"$1,303",$11,12,52.40%,"$2,172",34.342,46.34,$865,10,"$1,801",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,12/16/2018,"$5,299",$35,34,62.50%,"$8,832",7.007,26.81,"$2,136",21,"$4,450",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,12/9/2018,"$5,421",$36,34,47.40%,"$9,035",27.181,23.24,"$5,962",40,"$12,421",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,12/2/2018,"$2,303",$20,20,45.50%,"$3,838",24.101,51.59,"$2,254",24,"$4,696",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,11/25/2018,"$8,297",$54,56,56.80%,"$13,828",4.928,24.78,"$4,072",41,"$8,484",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,11/18/2018,"$6,222",$39,39,33.10%,"$10,370",3.465,24.15,"$10,588",79,"$22,057",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,11/11/2018,"$4,208",$24,26,26.10%,"$7,013",3.234,19.81,"$8,517",68,"$17,744",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,11/4/2018,"$3,248",$22,23,33.30%,"$5,413",8.162,23.52,"$5,233",44,"$10,901",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,10/28/2018,$350,$1,1,5.30%,$583,12.628,86.45,$682,18,"$1,421",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,10/21/2018,$511,$3,3,13.60%,$852,105.567,83.65,$869,19,"$1,810",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,10/14/2018,"$1,349",$7,7,25.90%,"$2,248",6.391,75.39,"$1,212",20,"$2,525",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Perfect,10/7/2018,"$2,493",$14,15,34.10%,"$4,155",3.311,44.31,"$2,597",27,"$5,411",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Great,1/13/2019,$170,$2,3,66.70%,$283,198.737,118.93,$30,1,$62,,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Great,1/6/2019,$0,$0,1,0.00%,$0,21.791,115.5,$219,3,$456,,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Great,12/30/2018,-$231,$0,3,0.00%,-$385,25.718,74.34,$79,2,$165,,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Great,12/23/2018,$631,$4,4,57.10%,"$1,052",18.942,73.64,$153,3,$319,,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Great,12/16/2018,"$2,224",$14,15,66.70%,"$3,707",5.005,36.05,$893,7,"$1,861",,,,,,,,,,,,#REF!
Kitchen and Dining,Forks,Great,12/9/2018,$742,$6,6,40.00%,"$1,237",7.931,26.18,"$1,539",9,"$3,206",,,,,,,,,,,,#REF!
